1.112272,-0.345324,0.608056,0.641006,-0.712082,1.15915,-1.718945,0.417466,-0.400054,2.280909
0.19442,-0.759456,-0.6700700000000001,1.7222,-0.58179,0.187545,-0.7577430000000001,0.902829,2.127649,-2.002591
0.007592,-0.909035,1.568367,-0.658623,-1.010974,-0.527836,-1.003691,0.675998,-0.724314,0.5573050000000001
0.40219,2.767801,0.017551,-0.821751,1.049498,0.555862,0.30043,-0.704955,0.549181,0.542342
1.555785,-0.049389,-1.465506,1.079303,-0.249423,-1.148733,-0.764178,0.269397,-0.06547799999999999,1.203698
-0.933288,-0.229148,-1.340982,1.32003,-0.416921,-0.544554,-0.370308,-2.661777,-0.844435,0.600131
0.575692,-0.868074,1.115911,0.9121860000000001,0.481738,0.899443,-1.110637,0.491571,1.735195,0.91291
-0.7846919999999999,1.412893,0.10704,0.139403,-0.335445,-0.552544,0.603069,-0.403183,0.357604,-0.178129
-1.245631,-0.231021,1.122737,0.195487,0.749597,-0.460683,-1.306981,-2.142425,-0.666608,-1.169747
0.588598,1.146975,-0.734094,1.63928,-0.700062,0.113143,1.526532,-0.106978,-0.200937,1.706248
